,nro lista,Partido,votos,votos_totales_circuito,circuito,nombre_archivo,seccional,porcentaje_circuito
17,P40,MOVIMIENTO LIBRES DEL SUR,139,3576,012A,seccional 12A,9,0.03887024608501118
6,A500,CORDOBA CAMBIA,277,1295,005B,seccional 5B,11,0.2138996138996139
7,P217,ENCUENTRO VECINAL CÓRDOBA,57,1295,005B,seccional 5B,11,0.044015444015444015
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),6,1295,005B,seccional 5B,11,0.004633204633204633
9,3,UNIÓN CÍVICA RADICAL,278,1295,005B,seccional 5B,11,0.21467181467181468
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,50,1295,005B,seccional 5B,11,0.03861003861003861
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,20,1295,005B,seccional 5B,11,0.015444015444015444
12,A601,HACEMOS POR CORDOBA,486,1295,005B,seccional 5B,9,0.3752895752895753
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,1295,005B,seccional 5B,9,0.006177606177606178
14,P191,VECINALISMO INDEPENDIENTE,27,1295,005B,seccional 5B,9,0.02084942084942085
15,P200,PARTIDO UNION CIUDADANA,13,1295,005B,seccional 5B,9,0.010038610038610039
16,A300,MST - NUEVA IZQUIERDA,22,1295,005B,seccional 5B,9,0.01698841698841699
17,P40,MOVIMIENTO LIBRES DEL SUR,48,1295,005B,seccional 5B,9,0.037065637065637064
6,A500,CORDOBA CAMBIA,32,136,006A,seccional 6A,11,0.23529411764705882
7,P217,ENCUENTRO VECINAL CÓRDOBA,3,136,006A,seccional 6A,11,0.022058823529411766
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),0,136,006A,seccional 6A,11,0.0
9,3,UNIÓN CÍVICA RADICAL,19,136,006A,seccional 6A,11,0.13970588235294118
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,4,136,006A,seccional 6A,11,0.029411764705882353
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,0,136,006A,seccional 6A,11,0.0
12,A601,HACEMOS POR CORDOBA,69,136,006A,seccional 6A,9,0.5073529411764706
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,0,136,006A,seccional 6A,9,0.0
14,P191,VECINALISMO INDEPENDIENTE,1,136,006A,seccional 6A,9,0.007352941176470588
15,P200,PARTIDO UNION CIUDADANA,1,136,006A,seccional 6A,9,0.007352941176470588
16,A300,MST - NUEVA IZQUIERDA,3,136,006A,seccional 6A,9,0.022058823529411766
17,P40,MOVIMIENTO LIBRES DEL SUR,4,136,006A,seccional 6A,9,0.029411764705882353
6,A500,CORDOBA CAMBIA,220,1525,012I,seccional 12I,11,0.14426229508196722
7,P217,ENCUENTRO VECINAL CÓRDOBA,52,1525,012I,seccional 12I,11,0.03409836065573771
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),6,1525,012I,seccional 12I,11,0.003934426229508197
9,3,UNIÓN CÍVICA RADICAL,164,1525,012I,seccional 12I,11,0.10754098360655738
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,25,1525,012I,seccional 12I,11,0.01639344262295082
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,6,1525,012I,seccional 12I,11,0.003934426229508197
12,A601,HACEMOS POR CORDOBA,965,1525,012I,seccional 12I,9,0.6327868852459017
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,6,1525,012I,seccional 12I,9,0.003934426229508197
14,P191,VECINALISMO INDEPENDIENTE,9,1525,012I,seccional 12I,9,0.005901639344262295
15,P200,PARTIDO UNION CIUDADANA,3,1525,012I,seccional 12I,9,0.0019672131147540984
16,A300,MST - NUEVA IZQUIERDA,9,1525,012I,seccional 12I,9,0.005901639344262295
17,P40,MOVIMIENTO LIBRES DEL SUR,54,1525,012I,seccional 12I,9,0.03540983606557377
6,A500,CORDOBA CAMBIA,849,3075,009A,seccional 9A,11,0.2760975609756098
7,P217,ENCUENTRO VECINAL CÓRDOBA,145,3075,009A,seccional 9A,11,0.04715447154471545
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),7,3075,009A,seccional 9A,11,0.0022764227642276423
9,3,UNIÓN CÍVICA RADICAL,654,3075,009A,seccional 9A,11,0.2126829268292683
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,126,3075,009A,seccional 9A,11,0.04097560975609756
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,7,3075,009A,seccional 9A,11,0.0022764227642276423
12,A601,HACEMOS POR CORDOBA,1029,3075,009A,seccional 9A,9,0.33463414634146343
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,7,3075,009A,seccional 9A,9,0.0022764227642276423
14,P191,VECINALISMO INDEPENDIENTE,27,3075,009A,seccional 9A,9,0.00878048780487805
15,P200,PARTIDO UNION CIUDADANA,20,3075,009A,seccional 9A,9,0.0065040650406504065
16,A300,MST - NUEVA IZQUIERDA,75,3075,009A,seccional 9A,9,0.024390243902439025
17,P40,MOVIMIENTO LIBRES DEL SUR,124,3075,009A,seccional 9A,9,0.040325203252032524
6,A500,CORDOBA CAMBIA,2389,9562,011C,seccional 11C,11,0.24984312905249947
7,P217,ENCUENTRO VECINAL CÓRDOBA,558,9562,011C,seccional 11C,11,0.05835599247019452
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),13,9562,011C,seccional 11C,11,0.0013595482116711985
9,3,UNIÓN CÍVICA RADICAL,1905,9562,011C,seccional 11C,11,0.1992261033256641
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,409,9562,011C,seccional 11C,11,0.042773478351809245
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,20,9562,011C,seccional 11C,11,0.002091612633340305
12,A601,HACEMOS POR CORDOBA,3511,9562,011C,seccional 11C,9,0.3671825977828906
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,22,9562,011C,seccional 11C,9,0.002300773896674336
14,P191,VECINALISMO INDEPENDIENTE,87,9562,011C,seccional 11C,9,0.009098514955030328
15,P200,PARTIDO UNION CIUDADANA,59,9562,011C,seccional 11C,9,0.006170257268353901
16,A300,MST - NUEVA IZQUIERDA,156,9562,011C,seccional 11C,9,0.016314578540054383
17,P40,MOVIMIENTO LIBRES DEL SUR,424,9562,011C,seccional 11C,9,0.044342187826814476
6,A500,CORDOBA CAMBIA,652,3189,0006,seccional 6,11,0.20445280652242082
7,P217,ENCUENTRO VECINAL CÓRDOBA,156,3189,0006,seccional 6,11,0.04891815616180621
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),17,3189,0006,seccional 6,11,0.00533082470994042
9,3,UNIÓN CÍVICA RADICAL,623,3189,0006,seccional 6,11,0.1953590467231107
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,161,3189,0006,seccional 6,11,0.05048604578237692
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,12,3189,0006,seccional 6,11,0.0037629350893697085
12,A601,HACEMOS POR CORDOBA,1353,3189,0006,seccional 6,9,0.4242709313264346
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,3189,0006,seccional 6,9,0.002508623392913139
14,P191,VECINALISMO INDEPENDIENTE,37,3189,0006,seccional 6,9,0.011602383192223268
15,P200,PARTIDO UNION CIUDADANA,16,3189,0006,seccional 6,9,0.005017246785826278
16,A300,MST - NUEVA IZQUIERDA,46,3189,0006,seccional 6,9,0.014424584509250549
17,P40,MOVIMIENTO LIBRES DEL SUR,103,3189,0006,seccional 6,9,0.032298526183756664
6,A500,CORDOBA CAMBIA,2157,10799,0010,seccional 10,11,0.19974071673303084
7,P217,ENCUENTRO VECINAL CÓRDOBA,657,10799,0010,seccional 10,11,0.06083896657097879
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),26,10799,0010,seccional 10,11,0.0024076303361422356
9,3,UNIÓN CÍVICA RADICAL,1998,10799,0010,seccional 10,11,0.1850171312158533
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,551,10799,0010,seccional 10,11,0.05102324289286045
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,33,10799,0010,seccional 10,11,0.003055838503565145
12,A601,HACEMOS POR CORDOBA,4488,10799,0010,seccional 10,9,0.4155940364848597
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,27,10799,0010,seccional 10,9,0.0025002315029169367
14,P191,VECINALISMO INDEPENDIENTE,95,10799,0010,seccional 10,9,0.008797110843596629
15,P200,PARTIDO UNION CIUDADANA,90,10799,0010,seccional 10,9,0.008334105009723123
16,A300,MST - NUEVA IZQUIERDA,198,10799,0010,seccional 10,9,0.01833503102139087
17,P40,MOVIMIENTO LIBRES DEL SUR,460,10799,0010,seccional 10,9,0.042596536716362626
6,A500,CORDOBA CAMBIA,1072,4567,011B,seccional 11B,11,0.23472739216115612
7,P217,ENCUENTRO VECINAL CÓRDOBA,276,4567,011B,seccional 11B,11,0.06043354499671557
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),4,4567,011B,seccional 11B,11,0.0008758484782132691
9,3,UNIÓN CÍVICA RADICAL,967,4567,011B,seccional 11B,11,0.2117363696080578
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,160,4567,011B,seccional 11B,11,0.03503393912853076
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,7,4567,011B,seccional 11B,11,0.001532734836873221
12,A601,HACEMOS POR CORDOBA,1668,4567,011B,seccional 11B,9,0.36522881541493324
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,12,4567,011B,seccional 11B,9,0.0026275454346398074
14,P191,VECINALISMO INDEPENDIENTE,47,4567,011B,seccional 11B,9,0.010291219619005912
15,P200,PARTIDO UNION CIUDADANA,44,4567,011B,seccional 11B,9,0.00963433326034596
16,A300,MST - NUEVA IZQUIERDA,66,4567,011B,seccional 11B,9,0.01445149989051894
17,P40,MOVIMIENTO LIBRES DEL SUR,236,4567,011B,seccional 11B,9,0.051675060214582874
6,A500,CORDOBA CAMBIA,1041,5252,008C,seccional 8C,11,0.1982102056359482
7,P217,ENCUENTRO VECINAL CÓRDOBA,242,5252,008C,seccional 8C,11,0.04607768469154608
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),17,5252,008C,seccional 8C,11,0.003236862147753237
9,3,UNIÓN CÍVICA RADICAL,1170,5252,008C,seccional 8C,11,0.22277227722772278
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,176,5252,008C,seccional 8C,11,0.03351104341203351
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,20,5252,008C,seccional 8C,11,0.003808073115003808
12,A601,HACEMOS POR CORDOBA,2141,5252,008C,seccional 8C,9,0.40765422696115766
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,22,5252,008C,seccional 8C,9,0.004188880426504189
14,P191,VECINALISMO INDEPENDIENTE,47,5252,008C,seccional 8C,9,0.00894897182025895
15,P200,PARTIDO UNION CIUDADANA,41,5252,008C,seccional 8C,9,0.007806549885757807
16,A300,MST - NUEVA IZQUIERDA,72,5252,008C,seccional 8C,9,0.013709063214013708
17,P40,MOVIMIENTO LIBRES DEL SUR,210,5252,008C,seccional 8C,9,0.03998476770753998
6,A500,CORDOBA CAMBIA,389,1896,004D,seccional 4D,11,0.205168776371308
7,P217,ENCUENTRO VECINAL CÓRDOBA,238,1896,004D,seccional 4D,11,0.12552742616033755
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),1,1896,004D,seccional 4D,11,0.0005274261603375527
9,3,UNIÓN CÍVICA RADICAL,559,1896,004D,seccional 4D,11,0.29483122362869196
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,90,1896,004D,seccional 4D,11,0.04746835443037975
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,1,1896,004D,seccional 4D,11,0.0005274261603375527
12,A601,HACEMOS POR CORDOBA,493,1896,004D,seccional 4D,9,0.2600210970464135
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,3,1896,004D,seccional 4D,9,0.0015822784810126582
14,P191,VECINALISMO INDEPENDIENTE,25,1896,004D,seccional 4D,9,0.013185654008438819
15,P200,PARTIDO UNION CIUDADANA,8,1896,004D,seccional 4D,9,0.004219409282700422
16,A300,MST - NUEVA IZQUIERDA,21,1896,004D,seccional 4D,9,0.011075949367088608
17,P40,MOVIMIENTO LIBRES DEL SUR,65,1896,004D,seccional 4D,9,0.034282700421940926
6,A500,CORDOBA CAMBIA,1830,8198,010B,seccional 10B,11,0.2232251768724079
7,P217,ENCUENTRO VECINAL CÓRDOBA,572,8198,010B,seccional 10B,11,0.06977311539399854
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),17,8198,010B,seccional 10B,11,0.0020736765064649915
9,3,UNIÓN CÍVICA RADICAL,1829,8198,010B,seccional 10B,11,0.22310319590143937
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,487,8198,010B,seccional 10B,11,0.05940473286167358
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,24,8198,010B,seccional 10B,11,0.002927543303244694
12,A601,HACEMOS POR CORDOBA,2703,8198,010B,seccional 10B,9,0.32971456452793363
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,29,8198,010B,seccional 10B,9,0.0035374481580873383
14,P191,VECINALISMO INDEPENDIENTE,106,8198,010B,seccional 10B,9,0.012929982922664065
15,P200,PARTIDO UNION CIUDADANA,56,8198,010B,seccional 10B,9,0.006830934374237619
16,A300,MST - NUEVA IZQUIERDA,177,8198,010B,seccional 10B,9,0.021590631861429618
17,P40,MOVIMIENTO LIBRES DEL SUR,338,8198,010B,seccional 10B,9,0.04122956818736277
6,A500,CORDOBA CAMBIA,548,3693,010A,seccional 10A,11,0.14838884375846195
7,P217,ENCUENTRO VECINAL CÓRDOBA,183,3693,010A,seccional 10A,11,0.04955320877335499
8,20,UNIÓN DEL CENTRO DEMOCRÁTICO (U.CE.DE.),8,3693,010A,seccional 10A,11,0.002166260492824262
9,3,UNIÓN CÍVICA RADICAL,352,3693,010A,seccional 10A,11,0.09531546168426754
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,111,3693,010A,seccional 10A,11,0.030056864337936636
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,6,3693,010A,seccional 10A,11,0.0016246953696181965
12,A601,HACEMOS POR CORDOBA,2272,3693,010A,seccional 10A,9,0.6152179799620905
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,9,3693,010A,seccional 10A,9,0.002437043054427295
14,P191,VECINALISMO INDEPENDIENTE,71,3693,010A,seccional 10A,9,0.019225561873815328
15,P200,PARTIDO UNION CIUDADANA,19,3693,010A,seccional 10A,9,0.005144868670457623
16,A300 MST - NUEVA IZQUIERDA,,57,3693,010A,seccional 10A,9,0.015434606011372868
6,A500,CORDOBA CAMBIA,1387,5232,009B,seccional 9B,11,0.2650993883792049
7,P217,ENCUENTRO VECINAL CÓRDOBA,311,5232,009B,seccional 9B,11,0.059441896024464834
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),6,5232,009B,seccional 9B,11,0.0011467889908256881
9,3,UNIÓN CÍVICA RADICAL,1183,5232,009B,seccional 9B,11,0.2261085626911315
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,248,5232,009B,seccional 9B,11,0.047400611620795105
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,29,5232,009B,seccional 9B,11,0.005542813455657492
12,A601,HACEMOS POR CORDOBA,1618,5232,009B,seccional 9B,9,0.30925076452599387
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,5232,009B,seccional 9B,9,0.0015290519877675841
14,P191,VECINALISMO INDEPENDIENTE,78,5232,009B,seccional 9B,9,0.014908256880733946
15,P200,PARTIDO UNION CIUDADANA,30,5232,009B,seccional 9B,9,0.005733944954128441
16,A300,MST - NUEVA IZQUIERDA,103,5232,009B,seccional 9B,9,0.019686544342507644
17,P40,MOVIMIENTO LIBRES DEL SUR,216,5232,009B,seccional 9B,9,0.04128440366972477
6,A500,CORDOBA CAMBIA,109,1088,005H,seccional 5H,11,0.10018382352941177
7,P217,ENCUENTRO VECINAL CÓRDOBA,31,1088,005H,seccional 5H,11,0.02849264705882353
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),22,1088,005H,seccional 5H,11,0.02022058823529412
9,3,UNIÓN CÍVICA RADICAL,79,1088,005H,seccional 5H,11,0.07261029411764706
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,19,1088,005H,seccional 5H,11,0.017463235294117647
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,4,1088,005H,seccional 5H,11,0.003676470588235294
12,A601,HACEMOS POR CORDOBA,783,1088,005H,seccional 5H,9,0.7196691176470589
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,2,1088,005H,seccional 5H,9,0.001838235294117647
14,P191,VECINALISMO INDEPENDIENTE,4,1088,005H,seccional 5H,9,0.003676470588235294
15,P200,PARTIDO UNION CIUDADANA,6,1088,005H,seccional 5H,9,0.0055147058823529415
16,A300,MST - NUEVA IZQUIERDA,6,1088,005H,seccional 5H,9,0.0055147058823529415
17,P40,MOVIMIENTO LIBRES DEL SUR,20,1088,005H,seccional 5H,9,0.01838235294117647
6,A500,CORDOBA CAMBIA,1657,7728,012H,seccional 12H,11,0.21441511387163562
7,P217,ENCUENTRO VECINAL CÓRDOBA,450,7728,012H,seccional 12H,11,0.05822981366459627
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,7728,012H,seccional 12H,11,0.0014233954451345755
9,3,UNIÓN CÍVICA RADICAL,1559,7728,012H,seccional 12H,11,0.20173395445134576
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,258,7728,012H,seccional 12H,11,0.033385093167701864
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,23,7728,012H,seccional 12H,11,0.002976190476190476
12,A601,HACEMOS POR CORDOBA,3135,7728,012H,seccional 12H,9,0.40566770186335405
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,15,7728,012H,seccional 12H,9,0.0019409937888198758
14,P191,VECINALISMO INDEPENDIENTE,114,7728,012H,seccional 12H,9,0.014751552795031056
15,P200,PARTIDO UNION CIUDADANA,59,7728,012H,seccional 12H,9,0.007634575569358178
16,A300,MST - NUEVA IZQUIERDA,100,7728,012H,seccional 12H,9,0.012939958592132506
17,P40,MOVIMIENTO LIBRES DEL SUR,330,7728,012H,seccional 12H,9,0.042701863354037264
6,A500,CORDOBA CAMBIA,987,4401,014F,seccional 14F,11,0.22426721199727334
7,P217,ENCUENTRO VECINAL CÓRDOBA,296,4401,014F,seccional 14F,11,0.06725744149057032
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),7,4401,014F,seccional 14F,11,0.0015905476028175414
9,3,UNIÓN CÍVICA RADICAL,914,4401,014F,seccional 14F,11,0.20768007271074757
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,189,4401,014F,seccional 14F,11,0.04294478527607362
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,12,4401,014F,seccional 14F,11,0.0027266530334014998
12,A601,HACEMOS POR CORDOBA,1585,4401,014F,seccional 14F,9,0.36014542149511475
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,10,4401,014F,seccional 14F,9,0.0022722108611679163
14,P191,VECINALISMO INDEPENDIENTE,63,4401,014F,seccional 14F,9,0.014314928425357873
15,P200,PARTIDO UNION CIUDADANA,33,4401,014F,seccional 14F,9,0.007498295841854124
16,A300,MST - NUEVA IZQUIERDA,78,4401,014F,seccional 14F,9,0.01772324471710975
17,P40,MOVIMIENTO LIBRES DEL SUR,219,4401,014F,seccional 14F,9,0.04976141785957737
6,A500,CORDOBA CAMBIA,528,2712,014N,seccional 14N,11,0.19469026548672566
7,P217,ENCUENTRO VECINAL CÓRDOBA,122,2712,014N,seccional 14N,11,0.04498525073746313
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),6,2712,014N,seccional 14N,11,0.0022123893805309734
9,3,UNIÓN CÍVICA RADICAL,434,2712,014N,seccional 14N,11,0.16002949852507375
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,80,2712,014N,seccional 14N,11,0.029498525073746312
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,13,2712,014N,seccional 14N,11,0.004793510324483776
12,A601,HACEMOS POR CORDOBA,1292,2712,014N,seccional 14N,9,0.47640117994100295
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,5,2712,014N,seccional 14N,9,0.0018436578171091445
14,P191,VECINALISMO INDEPENDIENTE,15,2712,014N,seccional 14N,9,0.0055309734513274336
15,P200,PARTIDO UNION CIUDADANA,10,2712,014N,seccional 14N,9,0.003687315634218289
16,A300,MST - NUEVA IZQUIERDA,46,2712,014N,seccional 14N,9,0.01696165191740413
17,P40,MOVIMIENTO LIBRES DEL SUR,155,2712,014N,seccional 14N,9,0.05715339233038348
6,A500,CORDOBA CAMBIA,6,71,013B,seccional 13B,11,0.08450704225352113
7,P217,ENCUENTRO VECINAL CÓRDOBA,3,71,013B,seccional 13B,11,0.04225352112676056
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),0,71,013B,seccional 13B,11,0.0
9,3,UNIÓN CÍVICA RADICAL,9,71,013B,seccional 13B,11,0.1267605633802817
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,1,71,013B,seccional 13B,11,0.014084507042253521
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,1,71,013B,seccional 13B,11,0.014084507042253521
12,A601,HACEMOS POR CORDOBA,46,71,013B,seccional 13B,9,0.647887323943662
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,0,71,013B,seccional 13B,9,0.0
14,P191,VECINALISMO INDEPENDIENTE,3,71,013B,seccional 13B,9,0.04225352112676056
15,P200,PARTIDO UNION CIUDADANA,0,71,013B,seccional 13B,9,0.0
16,A300,MST - NUEVA IZQUIERDA,0,71,013B,seccional 13B,9,0.0
17,P40,MOVIMIENTO LIBRES DEL SUR,1,71,013B,seccional 13B,9,0.014084507042253521
6,A500,CORDOBA CAMBIA,1832,6228,014M,seccional 14M,11,0.294155427103404
7,P217,ENCUENTRO VECINAL CÓRDOBA,458,6228,014M,seccional 14M,11,0.073538856775851
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,6228,014M,seccional 14M,11,0.0017662170841361592
9,3,UNIÓN CÍVICA RADICAL,1476,6228,014M,seccional 14M,11,0.23699421965317918
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,274,6228,014M,seccional 14M,11,0.04399486191393706
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,15,6228,014M,seccional 14M,11,0.0024084778420038534
12,A601,HACEMOS POR CORDOBA,1616,6228,014M,seccional 14M,9,0.2594733461785485
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,8,6228,014M,seccional 14M,9,0.0012845215157353885
14,P191,VECINALISMO INDEPENDIENTE,91,6228,014M,seccional 14M,9,0.014611432241490046
15,P200,PARTIDO UNION CIUDADANA,70,6228,014M,seccional 14M,9,0.01123956326268465
16,A300,MST - NUEVA IZQUIERDA,111,6228,014M,seccional 14M,9,0.017822736030828516
17,P40,MOVIMIENTO LIBRES DEL SUR,256,6228,014M,seccional 14M,9,0.04110468850353243
6,A500,CORDOBA CAMBIA,2911,11435,011J,seccional 11J,11,0.2545693047660691
7,P217,ENCUENTRO VECINAL CÓRDOBA,665,11435,011J,seccional 11J,11,0.05815478793178837
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),21,11435,011J,seccional 11J,11,0.0018364669873196327
9,3,UNIÓN CÍVICA RADICAL,2232,11435,011J,seccional 11J,11,0.19519020550940097
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,713,11435,011J,seccional 11J,11,0.06235242675994753
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,40,11435,011J,seccional 11J,11,0.0034980323567993005
12,A601,HACEMOS POR CORDOBA,3729,11435,011J,seccional 11J,9,0.3261040664626148
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,26,11435,011J,seccional 11J,9,0.0022737210319195454
14,P191,VECINALISMO INDEPENDIENTE,141,11435,011J,seccional 11J,9,0.012330564057717534
15,P200,PARTIDO UNION CIUDADANA,113,11435,011J,seccional 11J,9,0.009881941407958023
16,A300,MST - NUEVA IZQUIERDA,229,11435,011J,seccional 11J,9,0.020026235242675994
17,P40,MOVIMIENTO LIBRES DEL SUR,595,11435,011J,seccional 11J,9,0.05203323130738959
6,A500,CORDOBA CAMBIA,51,265,013M,seccional 13M,11,0.19245283018867926
7,P217,ENCUENTRO VECINAL CÓRDOBA,20,265,013M,seccional 13M,11,0.07547169811320754
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),1,265,013M,seccional 13M,11,0.0037735849056603774
9,3,UNIÓN CÍVICA RADICAL,63,265,013M,seccional 13M,11,0.23773584905660378
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,2,265,013M,seccional 13M,11,0.007547169811320755
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,1,265,013M,seccional 13M,11,0.0037735849056603774
12,A601,HACEMOS POR CORDOBA,111,265,013M,seccional 13M,9,0.4188679245283019
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,1,265,013M,seccional 13M,9,0.0037735849056603774
14,P191,VECINALISMO INDEPENDIENTE,3,265,013M,seccional 13M,9,0.011320754716981131
15,P200,PARTIDO UNION CIUDADANA,1,265,013M,seccional 13M,9,0.0037735849056603774
16,A300,MST - NUEVA IZQUIERDA,2,265,013M,seccional 13M,9,0.007547169811320755
17,P40,MOVIMIENTO LIBRES DEL SUR,9,265,013M,seccional 13M,9,0.033962264150943396
6,A500,CORDOBA CAMBIA,2315,10206,011E,seccional 11E,11,0.2268273564569861
7,P217,ENCUENTRO VECINAL CÓRDOBA,497,10206,011E,seccional 11E,11,0.04869684499314129
8,P231,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),34,10206,011E,seccional 11E,11,0.003331373701744072
9,3,UNIÓN CÍVICA RADICAL,1804,10206,011E,seccional 11E,11,0.17675876935136195
10,A830,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,415,10206,011E,seccional 11E,11,0.040662355477170294
11,P238,MOVIMIENTO AVANZADA SOCIALISTA,32,10206,011E,seccional 11E,11,0.0031354105428179502
12,A601,HACEMOS POR CORDOBA,4318,10206,011E,seccional 11E,9,0.42308446012149714
13,P57,MOVIMIENTO DE ACCIÓN VECINAL,24,10206,011E,seccional 11E,9,0.0023515579071134627
14,P191,VECINALISMO INDEPENDIENTE,119,10206,011E,seccional 11E,9,0.011659807956104253
15,P200,PARTIDO UNION CIUDADANA,60,10206,011E,seccional 11E,9,0.005878894767783657
16,A300,MST - NUEVA IZQUIERDA,153,10206,011E,seccional 11E,9,0.014991181657848324
17,P40,MOVIMIENTO LIBRES DEL SUR,418,10206,011E,seccional 11E,9,0.040956300215559474
